Meses,Producto,Region,Año,Valor
Agosto,Quesos (Kilos),La Araucanía,2019,424540
Septiembre,Quesos (Kilos),La Araucanía,2019,460168
Octubre,Quesos (Kilos),La Araucanía,2019,680440
Noviembre,Quesos (Kilos),La Araucanía,2019,683757
Diciembre,Quesos (Kilos),La Araucanía,2019,626686
Enero,Quesos (Kilos),Los Ríos,2019,5334961
Febrero,Quesos (Kilos),Los Ríos,2019,4103299
Marzo,Quesos (Kilos),Los Ríos,2019,4209718
Abril,Quesos (Kilos),Los Ríos,2019,3844500
Mayo,Quesos (Kilos),Los Ríos,2019,3849921
Junio,Quesos (Kilos),Los Ríos,2019,2894826
Julio,Quesos (Kilos),Los Ríos,2019,2445329
Agosto,Quesos (Kilos),Los Ríos,2019,3412451
Septiembre,Quesos (Kilos),Los Ríos,2019,4689764
Octubre,Quesos (Kilos),Los Ríos,2019,5638508
Noviembre,Quesos (Kilos),Los Ríos,2019,5180420
Diciembre,Quesos (Kilos),Los Ríos,2019,5229606
Enero,Quesos (Kilos),Los Lagos,2019,4647194
Febrero,Quesos (Kilos),Los Lagos,2019,3772330
Marzo,Quesos (Kilos),Los Lagos,2019,4419022
Abril,Quesos (Kilos),Los Lagos,2019,4044319
Mayo,Quesos (Kilos),Los Lagos,2019,4533638
Junio,Quesos (Kilos),Los Lagos,2019,3022909
Julio,Quesos (Kilos),Los Lagos,2019,2980842
Agosto,Quesos (Kilos),Los Lagos,2019,2902960
Septiembre,Quesos (Kilos),Los Lagos,2019,3323052
Octubre,Quesos (Kilos),Los Lagos,2019,4152650
Noviembre,Quesos (Kilos),Los Lagos,2019,3899635
Diciembre,Quesos (Kilos),Los Lagos,2019,3886153
Enero,Suero en polvo (Kilos),Biobío,2019,0
Febrero,Suero en polvo (Kilos),Biobío,2019,0
Marzo,Suero en polvo (Kilos),Biobío,2019,0
Abril,Suero en polvo (Kilos),Biobío,2019,0
Mayo,Suero en polvo (Kilos),Biobío,2019,0
Junio,Suero en polvo (Kilos),Biobío,2019,0
Julio,Suero en polvo (Kilos),Biobío,2019,0
Agosto,Suero en polvo (Kilos),Biobío,2019,0
Septiembre,Suero en polvo (Kilos),Biobío,2019,0
Octubre,Suero en polvo (Kilos),Biobío,2019,0
Noviembre,Suero en polvo (Kilos),Biobío,2019,0
Diciembre,Suero en polvo (Kilos),Biobío,2019,0
Enero,Suero en polvo (Kilos),La Araucanía,2019,91650
Febrero,Suero en polvo (Kilos),La Araucanía,2019,87325
Marzo,Suero en polvo (Kilos),La Araucanía,2019,106275
Abril,Suero en polvo (Kilos),La Araucanía,2019,108175
Mayo,Suero en polvo (Kilos),La Araucanía,2019,90925
Junio,Suero en polvo (Kilos),La Araucanía,2019,116275
Julio,Suero en polvo (Kilos),La Araucanía,2019,84300
Agosto,Suero en polvo (Kilos),La Araucanía,2019,72950
Septiembre,Suero en polvo (Kilos),La Araucanía,2019,129900
Octubre,Suero en polvo (Kilos),La Araucanía,2019,224000
Noviembre,Suero en polvo (Kilos),La Araucanía,2019,242000
Diciembre,Suero en polvo (Kilos),La Araucanía,2019,201700
Enero,Suero en polvo (Kilos),Los Ríos,2019,1844350
Febrero,Suero en polvo (Kilos),Los Ríos,2019,1637975
Marzo,Suero en polvo (Kilos),Los Ríos,2019,1670250
Abril,Suero en polvo (Kilos),Los Ríos,2019,1367725
Mayo,Suero en polvo (Kilos),Los Ríos,2019,1605675
Junio,Suero en polvo (Kilos),Los Ríos,2019,1046750
Julio,Suero en polvo (Kilos),Los Ríos,2019,872200
Agosto,Suero en polvo (Kilos),Los Ríos,2019,1119200
Septiembre,Suero en polvo (Kilos),Los Ríos,2019,2026200
Octubre,Suero en polvo (Kilos),Los Ríos,2019,2089750
Noviembre,Suero en polvo (Kilos),Los Ríos,2019,1876800
Diciembre,Suero en polvo (Kilos),Los Ríos,2019,1945020
Enero,Suero en polvo (Kilos),Los Lagos,2019,642839
Febrero,Suero en polvo (Kilos),Los Lagos,2019,557625
Marzo,Suero en polvo (Kilos),Los Lagos,2019,542547
Abril,Suero en polvo (Kilos),Los Lagos,2019,509488
Mayo,Suero en polvo (Kilos),Los Lagos,2019,432297
Junio,Suero en polvo (Kilos),Los Lagos,2019,369688
Julio,Suero en polvo (Kilos),Los Lagos,2019,420026
Agosto,Suero en polvo (Kilos),Los Lagos,2019,617623
Septiembre,Suero en polvo (Kilos),Los Lagos,2019,513919
Octubre,Suero en polvo (Kilos),Los Lagos,2019,780992
Noviembre,Suero en polvo (Kilos),Los Lagos,2019,754928
Diciembre,Suero en polvo (Kilos),Los Lagos,2019,746112
Enero,Yogur (Litros),Metropolitana,2019,10285263
Febrero,Yogur (Litros),Metropolitana,2019,9717045
Marzo,Yogur (Litros),Metropolitana,2019,10849885
Abril,Yogur (Litros),Metropolitana,2019,9707318
Mayo,Yogur (Litros),Metropolitana,2019,8968252
Junio,Yogur (Litros),Metropolitana,2019,9823284
Julio,Yogur (Litros),Metropolitana,2019,9434298
Agosto,Yogur (Litros),Metropolitana,2019,10743601
Septiembre,Yogur (Litros),Metropolitana,2019,8234411
Octubre,Yogur (Litros),Metropolitana,2019,9849214
Noviembre,Yogur (Litros),Metropolitana,2019,9808502
Diciembre,Yogur (Litros),Metropolitana,2019,7831793
Enero,Yogur (Litros),Ñuble,2019,2681275
Febrero,Yogur (Litros),Ñuble,2019,3088648
Marzo,Yogur (Litros),Ñuble,2019,3725605
Abril,Yogur (Litros),Ñuble,2019,3387929
Mayo,Yogur (Litros),Ñuble,2019,3280779
Junio,Yogur (Litros),Ñuble,2019,3272846
Julio,Yogur (Litros),Ñuble,2019,3283328
Agosto,Yogur (Litros),Ñuble,2019,4162021
Septiembre,Yogur (Litros),Ñuble,2019,3385814
Octubre,Yogur (Litros),Ñuble,2019,3990616
Noviembre,Yogur (Litros),Ñuble,2019,3946338
Diciembre,Yogur (Litros),Ñuble,2019,3348057
Enero,Yogur (Litros),Biobío,2019,0
Febrero,Yogur (Litros),Biobío,2019,0
Marzo,Yogur (Litros),Biobío,2019,0
Abril,Yogur (Litros),Biobío,2019,0
Mayo,Yogur (Litros),Biobío,2019,0
Junio,Yogur (Litros),Biobío,2019,0
Julio,Yogur (Litros),Biobío,2019,0
Agosto,Yogur (Litros),Biobío,2019,0
Septiembre,Yogur (Litros),Biobío,2019,0
Octubre,Yogur (Litros),Biobío,2019,0
Noviembre,Yogur (Litros),Biobío,2019,0
Diciembre,Yogur (Litros),Biobío,2019,0
Enero,Yogur (Litros),La Araucanía,2019,807366
Febrero,Yogur (Litros),La Araucanía,2019,1258131
Marzo,Yogur (Litros),La Araucanía,2019,850535
Abril,Yogur (Litros),La Araucanía,2019,1372099
Mayo,Yogur (Litros),La Araucanía,2019,1251741
Junio,Yogur (Litros),La Araucanía,2019,924248
Julio,Yogur (Litros),La Araucanía,2019,818039
Agosto,Yogur (Litros),La Araucanía,2019,1104801
Septiembre,Yogur (Litros),La Araucanía,2019,940875
Octubre,Yogur (Litros),La Araucanía,2019,1082865
Noviembre,Yogur (Litros),La Araucanía,2019,896368
Diciembre,Yogur (Litros),La Araucanía,2019,568274
Enero,Yogur (Litros),Los Ríos,2019,4667884
Febrero,Yogur (Litros),Los Ríos,2019,4259155
Marzo,Yogur (Litros),Los Ríos,2019,5289240
Abril,Yogur (Litros),Los Ríos,2019,5036715
Mayo,Yogur (Litros),Los Ríos,2019,4330222
Junio,Yogur (Litros),Los Ríos,2019,4612642
Julio,Yogur (Litros),Los Ríos,2019,4004179
Agosto,Yogur (Litros),Los Ríos,2019,5371036
Septiembre,Yogur (Litros),Los Ríos,2019,4395475
Octubre,Yogur (Litros),Los Ríos,2019,5298861
Noviembre,Yogur (Litros),Los Ríos,2019,5584163
Diciembre,Yogur (Litros),Los Ríos,2019,4086852
Enero,Yogur (Litros),Los Lagos,2019,11968
Febrero,Yogur (Litros),Los Lagos,2019,13714
Marzo,Yogur (Litros),Los Lagos,2019,12058
Abril,Yogur (Litros),Los Lagos,2019,9895
Mayo,Yogur (Litros),Los Lagos,2019,10006
Junio,Yogur (Litros),Los Lagos,2019,6049
Julio,Yogur (Litros),Los Lagos,2019,12025
Agosto,Yogur (Litros),Los Lagos,2019,11493
Septiembre,Yogur (Litros),Los Lagos,2019,12021
Octubre,Yogur (Litros),Los Lagos,2019,14816
Noviembre,Yogur (Litros),Los Lagos,2019,13887
Diciembre,Yogur (Litros),Los Lagos,2019,13699
Enero,Total leche fluida elaborada (Litros),Metropolitana,2020,13169631
Febrero,Total leche fluida elaborada (Litros),Metropolitana,2020,15226174
Marzo,Total leche fluida elaborada (Litros),Metropolitana,2020,15203595
Abril,Total leche fluida elaborada (Litros),Metropolitana,2020,15782230
Mayo,Total leche fluida elaborada (Litros),Metropolitana,2020,12298308
Junio,Total leche fluida elaborada (Litros),Metropolitana,2020,14193518
Julio,Total leche fluida elaborada (Litros),Metropolitana,2020,11914616
Agosto,Total leche fluida elaborada (Litros),Metropolitana,2020,12579499
Septiembre,Total leche fluida elaborada (Litros),Metropolitana,2020,13771790
Octubre,Total leche fluida elaborada (Litros),Metropolitana,2020,13526453
Noviembre,Total leche fluida elaborada (Litros),Metropolitana,2020,13333464
Diciembre,Total leche fluida elaborada (Litros),Metropolitana,2020,13751382
Enero,Total leche fluida elaborada (Litros),Ñuble,2020,0
Febrero,Total leche fluida elaborada (Litros),Ñuble,2020,0
Marzo,Total leche fluida elaborada (Litros),Ñuble,2020,0
Abril,Total leche fluida elaborada (Litros),Ñuble,2020,0
Mayo,Total leche fluida elaborada (Litros),Ñuble,2020,0
Junio,Total leche fluida elaborada (Litros),Ñuble,2020,0
Julio,Total leche fluida elaborada (Litros),Ñuble,2020,0
Agosto,Total leche fluida elaborada (Litros),Ñuble,2020,0
Septiembre,Total leche fluida elaborada (Litros),Ñuble,2020,0
Octubre,Total leche fluida elaborada (Litros),Ñuble,2020,0
Noviembre,Total leche fluida elaborada (Litros),Ñuble,2020,0
Diciembre,Total leche fluida elaborada (Litros),Ñuble,2020,0
Enero,Total leche fluida elaborada (Litros),Biobío,2020,0
Febrero,Total leche fluida elaborada (Litros),Biobío,2020,0
Marzo,Total leche fluida elaborada (Litros),Biobío,2020,0
Abril,Total leche fluida elaborada (Litros),Biobío,2020,0
Mayo,Total leche fluida elaborada (Litros),Biobío,2020,0
Junio,Total leche fluida elaborada (Litros),Biobío,2020,0
Julio,Total leche fluida elaborada (Litros),Biobío,2020,0
Agosto,Total leche fluida elaborada (Litros),Biobío,2020,0
Septiembre,Total leche fluida elaborada (Litros),Biobío,2020,0
Octubre,Total leche fluida elaborada (Litros),Biobío,2020,0
Noviembre,Total leche fluida elaborada (Litros),Biobío,2020,0
Diciembre,Total leche fluida elaborada (Litros),Biobío,2020,0
Enero,Total leche fluida elaborada (Litros),La Araucanía,2020,7205979
Febrero,Total leche fluida elaborada (Litros),La Araucanía,2020,4897318
Marzo,Total leche fluida elaborada (Litros),La Araucanía,2020,6902088
Abril,Total leche fluida elaborada (Litros),La Araucanía,2020,9358953
Mayo,Total leche fluida elaborada (Litros),La Araucanía,2020,8957553
Junio,Total leche fluida elaborada (Litros),La Araucanía,2020,8279630
Julio,Total leche fluida elaborada (Litros),La Araucanía,2020,8575129
Agosto,Total leche fluida elaborada (Litros),La Araucanía,2020,9132137
Septiembre,Total leche fluida elaborada (Litros),La Araucanía,2020,10575751
Octubre,Total leche fluida elaborada (Litros),La Araucanía,2020,12130492
Noviembre,Total leche fluida elaborada (Litros),La Araucanía,2020,10431248
Diciembre,Total leche fluida elaborada (Litros),La Araucanía,2020,9900662
Enero,Total leche fluida elaborada (Litros),Los Ríos,2020,13909364
Febrero,Total leche fluida elaborada (Litros),Los Ríos,2020,11913667
Marzo,Total leche fluida elaborada (Litros),Los Ríos,2020,13828448
Abril,Total leche fluida elaborada (Litros),Los Ríos,2020,12607992
Mayo,Total leche fluida elaborada (Litros),Los Ríos,2020,11893482
Junio,Total leche fluida elaborada (Litros),Los Ríos,2020,12616883
Julio,Total leche fluida elaborada (Litros),Los Ríos,2020,14398947
Agosto,Total leche fluida elaborada (Litros),Los Ríos,2020,12082587
Septiembre,Total leche fluida elaborada (Litros),Los Ríos,2020,13520377
Octubre,Total leche fluida elaborada (Litros),Los Ríos,2020,16357920
Noviembre,Total leche fluida elaborada (Litros),Los Ríos,2020,15645043
Diciembre,Total leche fluida elaborada (Litros),Los Ríos,2020,14962363
Enero,Total leche fluida elaborada (Litros),Los Lagos,2020,2651004
Febrero,Total leche fluida elaborada (Litros),Los Lagos,2020,1730268
Marzo,Total leche fluida elaborada (Litros),Los Lagos,2020,1689274
Abril,Total leche fluida elaborada (Litros),Los Lagos,2020,2976275
Mayo,Total leche fluida elaborada (Litros),Los Lagos,2020,2712000
Junio,Total leche fluida elaborada (Litros),Los Lagos,2020,3532337
Julio,Total leche fluida elaborada (Litros),Los Lagos,2020,3825453
Agosto,Total leche fluida elaborada (Litros),Los Lagos,2020,2925603
Septiembre,Total leche fluida elaborada (Litros),Los Lagos,2020,3246353
Octubre,Total leche fluida elaborada (Litros),Los Lagos,2020,1688412
Noviembre,Total leche fluida elaborada (Litros),Los Lagos,2020,2289564
Diciembre,Total leche fluida elaborada (Litros),Los Lagos,2020,2501521
Enero,Leche en polvo 20 % m.g. (Kilos),Metropolitana,2020,0
Febrero,Leche en polvo 20 % m.g. (Kilos),Metropolitana,2020,0
Marzo,Leche en polvo 20 % m.g. (Kilos),Metropolitana,2020,0
Abril,Leche en polvo 20 % m.g. (Kilos),Metropolitana,2020,0
Mayo,Leche en polvo 20 % m.g. (Kilos),Metropolitana,2020,0
Junio,Leche en polvo 20 % m.g. (Kilos),Metropolitana,2020,0
Julio,Leche en polvo 20 % m.g. (Kilos),Metropolitana,2020,0
Agosto,Leche en polvo 20 % m.g. (Kilos),Metropolitana,2020,0
Septiembre,Leche en polvo 20 % m.g. (Kilos),Metropolitana,2020,0
Octubre,Leche en polvo 20 % m.g. (Kilos),Metropolitana,2020,0
Noviembre,Leche en polvo 20 % m.g. (Kilos),Metropolitana,2020,0
Diciembre,Leche en polvo 20 % m.g. (Kilos),Metropolitana,2020,0
Enero,Leche en polvo 20 % m.g. (Kilos),Biobío,2020,0
Febrero,Leche en polvo 20 % m.g. (Kilos),Biobío,2020,0
Marzo,Leche en polvo 20 % m.g. (Kilos),Biobío,2020,0
Abril,Leche en polvo 20 % m.g. (Kilos),Biobío,2020,0
Mayo,Leche en polvo 20 % m.g. (Kilos),Biobío,2020,0
Junio,Leche en polvo 20 % m.g. (Kilos),Biobío,2020,0
Julio,Leche en polvo 20 % m.g. (Kilos),Biobío,2020,0
Agosto,Leche en polvo 20 % m.g. (Kilos),Biobío,2020,0
Septiembre,Leche en polvo 20 % m.g. (Kilos),Biobío,2020,0
Octubre,Leche en polvo 20 % m.g. (Kilos),Biobío,2020,0
Noviembre,Leche en polvo 20 % m.g. (Kilos),Biobío,2020,0
Diciembre,Leche en polvo 20 % m.g. (Kilos),Biobío,2020,0
Enero,Leche en polvo 20 % m.g. (Kilos),La Araucanía,2020,259075
Febrero,Leche en polvo 20 % m.g. (Kilos),La Araucanía,2020,130650
Marzo,Leche en polvo 20 % m.g. (Kilos),La Araucanía,2020,14371
Abril,Leche en polvo 20 % m.g. (Kilos),La Araucanía,2020,26660
Mayo,Leche en polvo 20 % m.g. (Kilos),La Araucanía,2020,7260
Junio,Leche en polvo 20 % m.g. (Kilos),La Araucanía,2020,12625
Julio,Leche en polvo 20 % m.g. (Kilos),La Araucanía,2020,3900
Agosto,Leche en polvo 20 % m.g. (Kilos),La Araucanía,2020,0
Septiembre,Leche en polvo 20 % m.g. (Kilos),La Araucanía,2020,6660
Octubre,Leche en polvo 20 % m.g. (Kilos),La Araucanía,2020,49925
Noviembre,Leche en polvo 20 % m.g. (Kilos),La Araucanía,2020,239050
Diciembre,Leche en polvo 20 % m.g. (Kilos),La Araucanía,2020,215275
Enero,Leche en polvo 20 % m.g. (Kilos),Los Ríos,2020,1025650
Febrero,Leche en polvo 20 % m.g. (Kilos),Los Ríos,2020,671425
Marzo,Leche en polvo 20 % m.g. (Kilos),Los Ríos,2020,83000
Abril,Leche en polvo 20 % m.g. (Kilos),Los Ríos,2020,100325
Mayo,Leche en polvo 20 % m.g. (Kilos),Los Ríos,2020,103000
Junio,Leche en polvo 20 % m.g. (Kilos),Los Ríos,2020,297600
Julio,Leche en polvo 20 % m.g. (Kilos),Los Ríos,2020,271325
Agosto,Leche en polvo 20 % m.g. (Kilos),Los Ríos,2020,445600
Septiembre,Leche en polvo 20 % m.g. (Kilos),Los Ríos,2020,512100
Octubre,Leche en polvo 20 % m.g. (Kilos),Los Ríos,2020,1357900
Noviembre,Leche en polvo 20 % m.g. (Kilos),Los Ríos,2020,1825400
Diciembre,Leche en polvo 20 % m.g. (Kilos),Los Ríos,2020,1839825
Enero,Leche en polvo 20 % m.g. (Kilos),Los Lagos,2020,6176142
Febrero,Leche en polvo 20 % m.g. (Kilos),Los Lagos,2020,5567215
Marzo,Leche en polvo 20 % m.g. (Kilos),Los Lagos,2020,5811221
Abril,Leche en polvo 20 % m.g. (Kilos),Los Lagos,2020,5377459
Mayo,Leche en polvo 20 % m.g. (Kilos),Los Lagos,2020,4942836
Junio,Leche en polvo 20 % m.g. (Kilos),Los Lagos,2020,4151995
Julio,Leche en polvo 20 % m.g. (Kilos),Los Lagos,2020,4242484
Agosto,Leche en polvo 20 % m.g. (Kilos),Los Lagos,2020,5351498
Septiembre,Leche en polvo 20 % m.g. (Kilos),Los Lagos,2020,5570510
Octubre,Leche en polvo 20 % m.g. (Kilos),Los Lagos,2020,7694862
Noviembre,Leche en polvo 20 % m.g. (Kilos),Los Lagos,2020,8326676
Diciembre,Leche en polvo 20 % m.g. (Kilos),Los Lagos,2020,8507441
Enero,Total leche en polvo (Kilos),Metropolitana,2020,0
Febrero,Total leche en polvo (Kilos),Metropolitana,2020,0
Marzo,Total leche en polvo (Kilos),Metropolitana,2020,0
Abril,Total leche en polvo (Kilos),Metropolitana,2020,0
Mayo,Total leche en polvo (Kilos),Metropolitana,2020,0
Junio,Total leche en polvo (Kilos),Metropolitana,2020,0
Julio,Total leche en polvo (Kilos),Metropolitana,2020,0
Agosto,Total leche en polvo (Kilos),Metropolitana,2020,0
Septiembre,Total leche en polvo (Kilos),Metropolitana,2020,0
Octubre,Total leche en polvo (Kilos),Metropolitana,2020,0
Noviembre,Total leche en polvo (Kilos),Metropolitana,2020,0
Diciembre,Total leche en polvo (Kilos),Metropolitana,2020,0
Enero,Total leche en polvo (Kilos),Biobío,2020,0
Febrero,Total leche en polvo (Kilos),Biobío,2020,0
Marzo,Total leche en polvo (Kilos),Biobío,2020,0
Abril,Total leche en polvo (Kilos),Biobío,2020,0
Mayo,Total leche en polvo (Kilos),Biobío,2020,0
Junio,Total leche en polvo (Kilos),Biobío,2020,0
Julio,Total leche en polvo (Kilos),Biobío,2020,0
Agosto,Total leche en polvo (Kilos),Biobío,2020,0
Septiembre,Total leche en polvo (Kilos),Biobío,2020,0
Octubre,Total leche en polvo (Kilos),Biobío,2020,0
Noviembre,Total leche en polvo (Kilos),Biobío,2020,0
Diciembre,Total leche en polvo (Kilos),Biobío,2020,0
Enero,Total leche en polvo (Kilos),La Araucanía,2020,259075
Febrero,Total leche en polvo (Kilos),La Araucanía,2020,130650
Marzo,Total leche en polvo (Kilos),La Araucanía,2020,14371
Abril,Total leche en polvo (Kilos),La Araucanía,2020,26660
Mayo,Total leche en polvo (Kilos),La Araucanía,2020,7260
Junio,Total leche en polvo (Kilos),La Araucanía,2020,12625
Julio,Total leche en polvo (Kilos),La Araucanía,2020,3900
Agosto,Total leche en polvo (Kilos),La Araucanía,2020,0
Septiembre,Total leche en polvo (Kilos),La Araucanía,2020,6660
Octubre,Total leche en polvo (Kilos),La Araucanía,2020,49925
Noviembre,Total leche en polvo (Kilos),La Araucanía,2020,239050
Diciembre,Total leche en polvo (Kilos),La Araucanía,2020,215275
Enero,Total leche en polvo (Kilos),Los Ríos,2020,1025650
Febrero,Total leche en polvo (Kilos),Los Ríos,2020,671425
Marzo,Total leche en polvo (Kilos),Los Ríos,2020,83000
Abril,Total leche en polvo (Kilos),Los Ríos,2020,100325
Mayo,Total leche en polvo (Kilos),Los Ríos,2020,103000
Junio,Total leche en polvo (Kilos),Los Ríos,2020,297600
Julio,Total leche en polvo (Kilos),Los Ríos,2020,271325
Agosto,Total leche en polvo (Kilos),Los Ríos,2020,445600
Septiembre,Total leche en polvo (Kilos),Los Ríos,2020,512100
Octubre,Total leche en polvo (Kilos),Los Ríos,2020,1357900
Noviembre,Total leche en polvo (Kilos),Los Ríos,2020,1825400
Diciembre,Total leche en polvo (Kilos),Los Ríos,2020,1839825
Enero,Total leche en polvo (Kilos),Los Lagos,2020,6176142
Febrero,Total leche en polvo (Kilos),Los Lagos,2020,5567215
Marzo,Total leche en polvo (Kilos),Los Lagos,2020,5811221
Abril,Total leche en polvo (Kilos),Los Lagos,2020,5377459
Mayo,Total leche en polvo (Kilos),Los Lagos,2020,4942836
Junio,Total leche en polvo (Kilos),Los Lagos,2020,4151995
Julio,Total leche en polvo (Kilos),Los Lagos,2020,4242484
Agosto,Total leche en polvo (Kilos),Los Lagos,2020,5351498
Septiembre,Total leche en polvo (Kilos),Los Lagos,2020,5570510
Octubre,Total leche en polvo (Kilos),Los Lagos,2020,7694862
Noviembre,Total leche en polvo (Kilos),Los Lagos,2020,8326676
Diciembre,Total leche en polvo (Kilos),Los Lagos,2020,8507441
Enero,Crema (Kilos),Metropolitana,2020,900598
Febrero,Crema (Kilos),Metropolitana,2020,764435
Marzo,Crema (Kilos),Metropolitana,2020,675028
Abril,Crema (Kilos),Metropolitana,2020,791162
Mayo,Crema (Kilos),Metropolitana,2020,872116
Junio,Crema (Kilos),Metropolitana,2020,1063784
Julio,Crema (Kilos),Metropolitana,2020,617877
Agosto,Crema (Kilos),Metropolitana,2020,777542
Septiembre,Crema (Kilos),Metropolitana,2020,810142
Octubre,Crema (Kilos),Metropolitana,2020,892709
Noviembre,Crema (Kilos),Metropolitana,2020,884429
Diciembre,Crema (Kilos),Metropolitana,2020,953190
Enero,Crema (Kilos),Ñuble,2020,0
Febrero,Crema (Kilos),Ñuble,2020,0
Marzo,Crema (Kilos),Ñuble,2020,0
Abril,Crema (Kilos),Ñuble,2020,0
Mayo,Crema (Kilos),Ñuble,2020,0
Junio,Crema (Kilos),Ñuble,2020,0
Julio,Crema (Kilos),Ñuble,2020,0
Agosto,Crema (Kilos),Ñuble,2020,0
Septiembre,Crema (Kilos),Ñuble,2020,0
Octubre,Crema (Kilos),Ñuble,2020,0
Noviembre,Crema (Kilos),Ñuble,2020,0
Diciembre,Crema (Kilos),Ñuble,2020,0
Enero,Crema (Kilos),Biobío,2020,0
Febrero,Crema (Kilos),Biobío,2020,0
Marzo,Crema (Kilos),Biobío,2020,0
Abril,Crema (Kilos),Biobío,2020,5360
Mayo,Crema (Kilos),Biobío,2020,16570
Junio,Crema (Kilos),Biobío,2020,0
Julio,Crema (Kilos),Biobío,2020,0
Agosto,Crema (Kilos),Biobío,2020,0
Septiembre,Crema (Kilos),Biobío,2020,0
Octubre,Crema (Kilos),Biobío,2020,0
Noviembre,Crema (Kilos),Biobío,2020,0
Diciembre,Crema (Kilos),Biobío,2020,0
Enero,Crema (Kilos),Los Ríos,2020,1035451
Febrero,Crema (Kilos),Los Ríos,2020,994087
Marzo,Crema (Kilos),Los Ríos,2020,814572
Abril,Crema (Kilos),Los Ríos,2020,564797
Mayo,Crema (Kilos),Los Ríos,2020,560460
Junio,Crema (Kilos),Los Ríos,2020,654775
Julio,Crema (Kilos),Los Ríos,2020,655450
Agosto,Crema (Kilos),Los Ríos,2020,832855
Septiembre,Crema (Kilos),Los Ríos,2020,968069
Octubre,Crema (Kilos),Los Ríos,2020,840350
Noviembre,Crema (Kilos),Los Ríos,2020,1146785
Diciembre,Crema (Kilos),Los Ríos,2020,1428526
Enero,Crema (Kilos),Los Lagos,2020,588588
Febrero,Crema (Kilos),Los Lagos,2020,659664
Marzo,Crema (Kilos),Los Lagos,2020,772295
Abril,Crema (Kilos),Los Lagos,2020,697738
Mayo,Crema (Kilos),Los Lagos,2020,701847
Junio,Crema (Kilos),Los Lagos,2020,728154
Julio,Crema (Kilos),Los Lagos,2020,731985
Agosto,Crema (Kilos),Los Lagos,2020,922267
Septiembre,Crema (Kilos),Los Lagos,2020,776613
Octubre,Crema (Kilos),Los Lagos,2020,872737
Noviembre,Crema (Kilos),Los Lagos,2020,850168
Diciembre,Crema (Kilos),Los Lagos,2020,1046053
Enero,Leche condensada (Kilos),Biobío,2020,2460426
Febrero,Leche condensada (Kilos),Biobío,2020,3484085
Marzo,Leche condensada (Kilos),Biobío,2020,3507170
Abril,Leche condensada (Kilos),Biobío,2020,4055367
Mayo,Leche condensada (Kilos),Biobío,2020,3477509
Junio,Leche condensada (Kilos),Biobío,2020,3985761
